ID	canceler
5854	no
25420	no
7073	no
16066	yes
13534	no
17664	no
36628	no
33340	no
9120	no
2068	no
23900	no
33753	no
11226	no
30107	no
36586	no
2261	no
28960	no
15808	no
14356	no
2347	no
28727	no
4556	no
30592	no
8445	no
2377	no
18444	no
19453	no
4666	no
9561	no
9201	no
1599	yes
3010	no
23091	yes
33370	no
10541	no
13499	no
34645	no
9295	yes
2953	no
13336	no
28168	no
33916	no
35198	no
28673	no
3648	yes
26429	no
34002	no
35165	no
5967	no
10942	no
6478	yes
16478	no
31240	no
8845	no
20072	no
24497	no
35676	no
25262	no
25675	no
2223	no
33144	no
34955	no
34544	no
2138	no
28404	no
6146	no
20233	no
36414	no
17406	no
4485	no
17227	no
34349	no
11201	no
22027	no
20175	no
13347	no
36236	no
34038	no
32348	no
10874	no
23306	no
29525	no
7394	no
25877	no
5221	no
11326	no
23542	no
37319	no
20424	no
25452	no
25260	no
14128	no
34428	no
26736	no
5777	no
12326	yes
38430	no
13805	no
1342	no
10214	yes
28655	no
13185	no
31177	no
1562	no
19953	no
36814	no
1959	no
32725	yes
29631	no
20496	no
32337	no
34278	no
25423	no
34009	no
11632	no
15604	yes
6781	no
8976	no
29765	no
3253	no
4159	no
32929	no
30868	no
15811	no
15606	no
17100	no
13884	no
14674	no
27973	no
5372	no
12178	no
13968	no
22454	no
10022	no
24407	yes
25069	no
3516	no
37361	no
33701	no
7701	no
14914	no
32895	no
30691	no
15938	no
15877	yes
33007	no
27965	no
27172	no
17808	no
19002	no
840	no
30410	no
30814	no
24691	no
21744	no
33788	no
34077	no
1435	no
14850	no
29065	no
23474	no
13940	no
35816	no
29000	no
37721	no
9323	no
10359	no
37453	no
26289	no
30206	no
25630	no
845	no
1573	no
21000	no
35599	no
11669	no
34294	no
18364	no
36647	yes
140	no
26288	no
31857	yes
15523	no
36633	no
37841	no
10262	no
6858	no
15025	no
7922	no
24	no
31882	no
33687	no
714	no
17195	no
7166	no
2005	no
36643	no
37147	yes
14856	no
10912	no
10792	no
28587	no
13388	no
14388	no
14034	no
19076	no
28150	no
28474	no
6757	yes
22939	no
13127	no
1975	no
36578	no
30614	no
3602	no
20173	no
19636	no
28906	no
19695	no
32022	no
7213	no
11606	no
17962	no
26414	no
2153	no
30471	no
32047	no
7075	no
16174	no
25315	yes
7810	no
8717	no
21174	no
2674	no
25026	no
1589	no
27246	no
27955	no
26665	no
20880	yes
192	no
33102	no
34048	no
31689	no
21464	no
32959	no
8453	no
16074	no
19822	no
11951	no
8738	no
29621	no
37580	no
17609	no
27870	no
29274	no
2889	no
13039	no
37423	no
18285	no
38586	no
1293	no
26291	no
25740	no
32730	no
21733	no
14444	no
20988	yes
23181	no
32637	no
12226	no
21359	no
11619	no
34733	yes
32624	yes
10944	no
9237	no
36452	no
37007	yes
17056	no
31802	no
8853	no
27917	no
19295	no
30002	no
25481	no
33177	no
31560	no
14093	no
28676	no
29991	no
14168	no
23998	no
29827	no
32810	no
17341	no
21034	no
36775	no
16994	no
34285	no
14838	no
36490	no
35673	yes
8470	no
24178	no
32269	no
1231	no
18589	no
36634	no
16909	no
22136	no
37568	no
22315	no
5281	no
26704	no
8064	no
36804	no
25919	no
24479	no
36910	no
35268	no
7631	yes
31900	no
9106	no
15167	no
27612	yes
13018	no
7253	no
15321	no
26675	no
36080	no
1126	yes
4798	no
24255	no
29516	yes
15144	no
18432	no
31769	no
18754	no
20908	yes
3257	no
32164	yes
11773	no
20129	no
13258	no
15850	no
24704	no
10893	no
35815	yes
28962	no
30897	no
9143	no
36849	yes
7843	no
32219	no
5572	no
13085	no
9274	no
37260	no
29235	no
35280	no
10177	no
6660	no
2352	no
1907	no
16118	no
18616	no
34631	no
10548	yes
12783	no
1143	no
36118	no
19268	no
28201	no
4204	no
10230	no
5285	no
3055	no
3123	no
12580	no
16843	no
1018	no
13368	no
28831	no
16533	no
22143	no
31010	no
5988	yes
12389	no
20872	no
27167	no
2955	yes
8182	no
9708	no
317	no
965	no
3557	no
30282	no
2625	no
36011	yes
28664	no
7488	no
16992	no
14439	no
20777	no
17767	no
6773	no
14994	no
20940	yes
33607	no
18784	no
5199	no
14406	no
20188	yes
4489	no
22906	no
5835	no
33650	no
25840	no
4012	yes
21283	no
1587	no
17409	no
16444	no
6309	no
14337	no
9864	no
30474	yes
19091	no
32454	no
9852	yes
11776	no
16886	no
1708	no
3515	no
37173	no
26890	no
19146	no
1222	no
27099	no
15495	yes
4130	no
27669	no
33709	yes
12334	no
806	no
10964	no
13794	no
25142	no
35990	no
18566	no
31342	no
37055	no
12435	no
26034	no
25863	no
7159	no
27186	no
6569	no
21722	no
25884	no
23985	no
14809	no
38384	no
11912	no
21175	yes
37635	no
9941	no
23367	no
34923	no
33182	no
13942	no
11707	no
299	no
10799	no
20773	no
20107	no
9335	no
33254	no
16215	no
16989	no
24522	no
32242	no
1510	no
26318	yes
35779	no
20992	yes
38314	no
33292	no
8033	no
19625	no
13443	no
9716	no
10890	yes
22802	no
13972	no
10338	no
18177	no
20779	no
25976	no
26594	no
29649	no
12712	no
30039	no
38283	no
12741	no
28384	no
26598	no
9362	no
3876	no
33573	no
11709	no
8215	no
26678	no
13984	no
25341	no
34389	no
22444	no
3684	no
1046	no
28303	no
14024	no
35172	yes
898	no
9583	yes
20435	no
3991	no
13275	no
16688	no
17308	no
11065	no
15261	no
28037	no
31134	yes
5127	no
21785	no
34930	no
36955	no
9025	no
26726	no
37901	no
6138	no
17495	no
16433	no
5852	no
20588	no
21439	no
4215	yes
20238	no
28016	no
15447	no
4542	no
346	no
24049	no
7918	no
27281	no
4900	no
21365	no
6899	no
3805	no
28813	no
23674	no
29973	no
32841	yes
36272	no
7070	no
23070	no
2299	no
27343	no
15958	no
34074	no
22234	no
32455	no
25022	no
33958	no
35181	no
35490	no
19673	no
26891	yes
13930	no
26793	no
26424	no
37739	no
18043	no
10631	no
22700	no
12245	no
5179	no
7080	no
28501	no
9202	no
18511	yes
18385	yes
22654	no
28172	no
34196	no
38565	yes
17332	no
26354	yes
36259	no
17162	no
20056	no
14616	no
27464	no
13083	no
2991	no
13603	no
27604	yes
6238	no
36380	no
28098	no
31173	no
14042	no
36890	no
7552	no
25958	no
25133	no
24951	no
3715	no
35839	no
15551	no
20771	no
35667	no
25394	yes
32285	no
31685	no
19552	no
36652	no
35459	no
14461	no
4201	no
4515	no
91	no
11759	no
18476	no
27664	no
24041	no
14900	no
7561	no
4980	no
4974	no
27197	no
2408	no
23453	no
30372	no
20344	no
5346	no
24403	no
22195	no
27440	no
9837	no
5933	no
27025	no
17650	no
33948	no
37794	no
33927	no
34279	no
19056	yes
35175	no
7829	no
782	no
19861	no
36649	no
14047	no
31561	yes
8345	no
30061	no
31829	no
4952	no
25392	no
38462	no
8935	no
26745	no
37486	yes
12288	no
27066	no
13295	no
37502	no
5282	no
3735	no
18500	no
6433	no
29238	no
20964	yes
6969	no
17209	no
37162	no
37158	no
18209	no
34458	no
7239	yes
15108	no
19195	no
8775	no
9535	no
21340	no
3040	no
31876	no
32160	yes
4507	no
28178	no
14540	no
8312	no
10788	no
16558	no
25812	no
38548	no
26680	no
3334	no
11215	no
8818	no
963	no
33942	yes
24428	no
9835	no
21022	no
21914	no
35452	no
16023	no
12405	yes
7217	no
1734	yes
830	no
24786	no
10308	no
16924	yes
3881	no
20305	no
37916	no
16521	no
6699	yes
33097	no
7048	no
20018	no
32870	no
37579	no
13036	yes
4060	no
12065	no
25916	no
16038	no
20857	no
16698	no
12984	no
5058	no
29120	no
7916	no
15049	yes
16398	no
34021	no
33990	no
13711	no
16218	yes
34880	no
27508	no
32861	no
34493	no
21562	no
16315	no
4593	no
10689	no
15388	no
31890	no
17485	no
34643	no
13428	no
20725	no
27063	no
10601	no
36404	no
6632	yes
23494	no
11070	no
31799	no
1741	no
2280	no
28355	no
25731	no
26606	yes
29638	yes
14398	no
2309	no
8928	no
18198	no
29821	no
3359	no
11580	yes
9179	no
30185	no
3626	no
33808	no
12075	no
22024	no
2459	no
3316	no
22223	no
18125	no
31491	yes
7659	no
7442	no
27505	no
18339	no
8417	no
9937	no
6685	no
10097	no
19362	no
30630	no
23364	no
15393	no
13548	no
11751	no
29305	no
28947	no
36115	yes
27118	no
30449	no
7036	no
16094	no
22777	no
6154	no
28249	no
36585	no
29966	yes
26706	no
28544	no
32086	no
9672	no
1868	no
145	no
30146	no
23446	no
32600	no
29691	no
30910	yes
8692	no
29575	no
35272	no
10618	yes
13729	yes
15645	no
20709	no
14629	yes
25803	no
12963	no
23267	no
5833	no
20858	no
2726	no
4499	yes
9018	no
7233	no
5379	no
29357	yes
6428	no
17371	yes
19271	no
4522	no
5638	no
33457	no
21564	no
24027	no
25861	no
6946	no
8712	no
38130	no
17466	no
32415	no
23882	no
28338	no
15968	no
2373	no
37904	no
10588	no
30557	no
17644	no
923	no
23164	no
19641	yes
25959	no
6209	no
16340	no
27350	no
34820	no
12846	no
23209	no
13982	no
19738	no
6406	no
22281	yes
31958	no
26746	no
36694	no
9069	yes
23150	no
20295	no
12851	no
11624	no
26393	no
28003	no
31821	no
22376	no
9718	no
10071	no
20114	no
13052	no
6691	no
22596	no
22109	no
32941	no
12156	no
9609	no
15457	yes
33414	no
35299	no
15284	no
28132	no
35028	no
21863	no
36655	no
3771	no
12252	yes
19196	no
19909	no
38178	no
18531	no
3190	no
7711	no
23673	no
33009	no
32040	no
3415	no
23735	no
4092	no
5454	no
2110	yes
30722	no
21500	no
28511	no
12467	no
33894	no
20369	yes
35264	no
25108	no
36745	no
26492	no
2768	no
25978	no
22597	no
36627	no
10182	no
25722	no
11597	no
24117	no
25220	no
1518	no
10934	no
14431	no
33150	no
9555	no
18887	no
11273	no
22384	no
16487	no
13225	no
24848	no
6537	no
15616	no
27076	no
38346	no
21565	no
38415	no
21995	no
10943	no
25704	no
2925	no
37932	no
1280	no
32571	no
13630	no
2461	no
5539	no
36035	no
37535	no
10072	no
14101	no
23349	no
13244	no
29257	no
12867	no
11702	yes
354	no
33314	no
32690	no
15989	no
2075	no
19489	no
1755	no
3126	no
21990	no
35382	no
12448	no
15316	no
26490	no
36256	no
1623	no
23016	no
12099	no
17913	no
6697	no
33263	no
16310	no
24256	no
21220	no
3885	no
36108	yes
31749	no
10464	no
24744	no
661	no
30112	no
7643	no
9905	no
13626	no
324	no
27764	yes
31140	no
29282	no
34156	no
35855	no
21696	no
19313	no
933	no
1891	no
31807	no
37604	no
37732	no
25539	yes
31330	no
14259	no
3576	no
12667	yes
4343	no
5985	no
6640	no
16450	no
5187	no
1162	no
13274	no
14543	no
3450	no
4472	no
16509	no
20693	yes
24250	yes
13194	no
25957	no
7352	no
4625	no
24334	no
23654	no
17775	no
28036	no
8257	no
2739	no
27288	no
7687	yes
180	no
33506	no
28028	no
19066	no
10406	no
19905	no
17243	no
13801	no
24181	no
19607	no
13538	no
36638	no
21425	no
19780	yes
22725	no
27885	no
35974	no
16248	no
7780	no
23586	no
37540	no
7247	no
19897	no
34611	no
31649	no
21973	no
29068	no
21389	no
3151	no
21095	yes
9373	yes
24096	no
9880	no
5103	no
26302	no
36000	yes
31336	no
2061	no
5511	no
36280	no
20619	no
37317	no
29189	no
24031	no
9712	no
12316	no
2882	no
12231	no
4466	no
30538	no
17772	no
18735	no
21895	no
32654	no
33425	no
9553	no
979	no
28589	no
33330	no
18729	no
22175	no
1337	no
34124	no
14442	no
34255	no
25417	no
23969	no
36131	no
30873	no
31965	no
35014	no
10455	no
36496	no
2003	no
6333	no
36161	no
17967	no
10243	no
38536	no
25273	no
21984	no
7778	no
23564	no
37736	no
23582	yes
29996	no
8479	no
29393	no
736	yes
4079	no
5220	no
36365	no
22840	no
17257	no
35373	no
35340	no
17192	no
15010	no
5616	no
25033	no
14277	no
15283	yes
15868	no
25986	no
20757	no
12509	no
22871	no
26390	no
33551	no
5561	no
1300	no
14564	no
5353	no
36090	yes
23694	no
15531	no
22429	no
33881	no
29346	no
29049	no
14954	no
36554	no
4763	no
28116	no
2372	no
3755	no
13887	no
4140	no
30979	no
38050	no
21403	no
36484	no
19445	no
30095	no
26499	no
15335	no
37803	no
29100	no
37686	no
36222	no
1615	no
29387	yes
21147	no
32117	no
23519	no
30236	no
21758	yes
6688	no
21966	no
18073	no
22818	no
24805	no
27595	no
13315	no
19416	no
23022	no
30991	no
28606	no
31267	yes
15129	no
503	no
27168	no
16073	no
21073	no
16305	no
15638	no
32157	no
2495	yes
28610	no
11236	yes
25410	no
4709	yes
28166	no
31246	no
32356	yes
11640	no
5889	no
31805	no
37914	yes
13144	no
34247	no
4650	no
25282	no
13681	no
33732	yes
30906	no
18384	no
15245	no
16579	no
24163	no
32514	no
10485	no
21480	no
30339	no
15921	no
10291	no
21056	no
32041	no
11913	no
8773	no
20028	no
22703	no
3589	no
20905	no
27854	no
35424	no
18769	yes
2784	no
18232	yes
28971	no
27476	no
17519	no
13435	no
19694	no
21428	no
10292	no
15564	no
7177	no
35	no
35404	no
10951	yes
3956	no
24037	no
1177	no
5213	no
9242	yes
2268	no
18763	no
22206	no
14604	no
13649	no
31128	no
2111	no
11319	no
27832	no
8664	no
19658	no
28075	no
2041	no
34354	yes
13692	no
28109	no
18053	no
31181	no
8426	no
1023	no
10111	no
200	no
14308	no
2759	no
33889	no
15044	no
14120	no
27319	no
19137	no
37284	no
466	no
32423	no
37380	yes
18740	no
3342	yes
29845	no
5901	no
4506	no
24240	no
19103	no
10260	no
34481	no
27692	no
10655	no
34591	no
1113	no
19693	yes
11664	no
28067	no
30621	no
28208	yes
4679	no
20464	no
20053	no
27337	no
775	no
5912	no
21215	no
18901	no
3978	no
11072	no
13455	no
23893	no
26695	no
5475	no
18790	no
31621	no
31497	no
33648	no
26059	no
10691	no
24199	no
32978	no
37801	no
32261	no
22371	no
10191	no
26296	no
6388	no
587	no
8422	no
35777	no
12177	no
10474	no
35530	no
24600	no
15107	no
17653	no
31688	no
10217	no
25649	no
28123	no
30578	yes
22772	no
36040	no
33388	no
38139	no
32270	no
36886	no
18679	no
22834	no
1548	no
24004	no
20624	no
3951	no
25003	no
17194	no
26622	no
15494	no
1377	no
37140	no
31021	no
12887	no
29590	no
24056	no
25460	no
3185	no
3410	no
34689	yes
5890	no
36739	no
36417	no
21617	no
29921	no
28784	no
8142	no
29025	no
37645	no
34829	no
16108	no
363	no
3990	yes
17940	no
33251	no
14327	no
31504	no
31543	no
28055	no
20863	no
9999	no
218	no
23005	no
19181	no
2988	no
18955	no
25367	no
11956	no
23737	no
10992	no
33028	no
32601	no
17661	no
23107	no
37616	no
11213	no
22122	no
34541	no
24938	no
19619	no
37429	no
34510	no
7596	yes
22430	no
3652	no
11107	no
38027	no
30013	no
6181	yes
757	no
12087	yes
22467	no
34659	no
27564	yes
18166	no
1366	no
8218	no
30625	yes
21665	no
15439	no
34549	no
20360	no
33572	no
22365	no
28351	no
31913	no
16606	no
4259	no
3387	no
37259	no
10296	yes
6566	no
12185	no
12018	no
5392	no
34737	no
38483	no
5417	no
28033	no
11287	no
27374	yes
36345	no
24994	no
26857	yes
28992	no
1849	no
38227	no
8500	no
16612	no
15263	no
15861	no
2546	yes
23760	no
4804	yes
33533	no
1812	no
29137	yes
14693	no
31178	no
28276	no
24734	no
27773	no
30426	no
20967	no
26404	no
18583	no
4865	yes
34195	yes
9288	no
22822	yes
11794	no
34222	no
5694	no
8619	no
3057	no
23635	no
34257	no
974	no
11731	no
23615	no
9359	no
29176	yes
12024	no
36837	no
10189	no
20328	no
2850	no
14794	no
25099	no
35733	no
15174	no
1729	no
20609	no
18437	no
28328	no
5503	yes
30550	no
11120	yes
35423	no
38206	no
4126	no
21929	no
23059	no
28073	no
31840	yes
4881	no
29379	no
38251	no
13090	no
38065	no
8630	no
20650	no
11867	no
16513	no
5737	no
876	no
33867	no
19895	no
13697	no
36142	no
17128	no
12687	no
23486	no
410	no
11505	no
18215	no
7143	no
2996	no
4263	no
15056	no
32294	no
24005	yes
35701	no
27375	no
27807	no
4224	no
34513	no
8708	no
21438	no
3842	no
26285	no
35353	no
9992	no
23695	yes
30962	no
8409	yes
17835	no
25854	no
27427	no
13862	no
35639	no
4741	yes
35427	no
38032	no
4565	no
38003	no
23599	no
24844	yes
19511	no
1153	no
17891	no
29320	no
37300	no
14786	no
26585	no
5086	no
569	no
23994	no
33174	no
24189	yes
19884	no
33427	no
29891	no
13582	no
18928	no
9458	no
13646	yes
33399	no
7571	no
2620	no
4870	no
820	no
33420	no
10062	no
27323	no
8087	no
1085	no
36805	no
30565	no
12816	yes
13810	no
3315	no
36245	yes
19010	no
25621	yes
31717	no
32774	no
11945	no
481	no
4937	no
34633	no
3236	no
1490	no
16122	no
32943	no
30728	yes
8237	no
35983	no
33378	no
6461	no
25230	no
12838	no
27091	no
2176	no
6642	no
34780	no
6503	no
6383	no
21609	no
9101	no
2210	no
18998	no
16389	no
17110	no
19157	no
26739	no
6454	no
30610	yes
35143	no
25770	no
6825	no
12915	yes
8308	no
26217	no
4319	no
9945	no
28542	no
37518	no
11393	no
27600	no
29822	no
32190	no
225	no
7815	no
27252	no
27412	no
8703	no
10852	no
7762	no
38188	no
3836	no
10276	no
8611	no
22408	no
8729	no
14484	yes
956	no
5227	no
16581	no
865	no
26418	no
32152	no
8334	no
6189	no
1134	no
23245	no
31063	no
5274	no
17944	no
22205	no
34619	no
19563	no
15662	no
5232	no
8045	no
34229	no
26584	no
29103	no
3319	no
16865	no
18543	no
31015	no
6253	no
36034	no
6124	no
36762	no
417	no
2791	no
10169	no
33322	no
18533	yes
19148	no
31792	no
13053	no
14261	no
37481	yes
15158	no
29747	no
811	no
28876	no
10644	no
35537	no
8072	no
945	no
38179	no
28779	no
13615	no
26007	no
529	yes
37440	no
2706	yes
34468	no
18351	no
36120	no
29405	no
9451	no
1926	no
26264	no
20533	no
11890	no
28153	no
22086	no
26878	no
23234	no
11582	no
28687	no
25573	no
27717	no
348	no
3799	no
2672	no
35317	yes
14131	no
7937	no
13834	no
15862	no
21892	no
9430	no
36194	no
7567	yes
3690	no
37864	no
11662	no
32987	yes
7312	no
34453	no
22457	no
7957	no
27748	no
22718	no
2888	no
35284	no
28313	no
16852	no
11894	no
8370	no
6510	no
5046	no
32155	no
19781	no
2690	no
18004	yes
5075	no
21765	no
32296	no
22734	no
2944	no
4087	no
21746	yes
34754	no
539	no
15771	no
2063	no
30214	no
35047	no
14535	no
